ATS_CODE,BORO,BORONUM,LOC_CODE,ADDRESS,STATE_CODE,ZIP,City,DBN,Dist,MS,Borough,CSD,Total Stud,Students T,Percent of,Total St_1,Percent _1,Fewer than,Fewer th_1,Gifted and,HS Program,Citywide,result_num,status,formatted_,place_id,location_t,latlong
12X129      ,X,2,X129,2055 MAPES AVENUE,NY,"10460",BRONX,12X129,"12",M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP (12X129),Bronx,D12,"155","14","9",0-5,NA,"0","1",No,No,No,,,,,,
20K259      ,K,2,K259,7305 FT HAMILTON PARKWAY,NY,"11228",BROOKLYN,20K259,"20",J.H.S. 259 WILLIAM MCKINLEY (20K259),Brooklyn,D20,"578","318","55","82","25.8","0","0",No,No,No,,,,,,
11X127      ,X,2,X127,1560 PURDY STREET,NY,"10462",BRONX,11X127,"11",J.H.S. 127 THE CASTLE HILL (11X127),Bronx,D11,"313","117","37.4","8","6.8","0","0",No,No,No,,,,,,
09X128      ,X,2,X128,450 SAINT PAUL'S PLACE,NY,"10456",BRONX,09X128,"9",MOTT HALL III (09X128),Bronx,D9,"107","42","39.3",0-5,NA,"0","1",No,No,No,,,,,,
08X123      ,X,2,X123,1025 MORRISON AVENUE,NY,"10472",BRONX,08X123,"8",J.H.S. 123 JAMES M. KIERAN (08X123),Bronx,D8,"137","20","14.6",0-5,NA,"0","1",No,No,No,,,,,,
20K229      ,K,2,K229,1400 BENSON AVENUE,NY,"11228",BROOKLYN,20K229,"20",P.S. 229 DYKER (20K229),Brooklyn,D20,"121","73","60.3","14","19.2","0","0",No,No,No,,,,,,
11X144      ,X,2,X144,2545 GUNTHER AVENUE,NY,"10469",BRONX,11X144,"11",J.H.S. 144 MICHELANGELO (11X144),Bronx,D11,"149","43","28.9",0-5,NA,"0","1",No,No,No,,,,,,
20K227      ,K,2,K227,6500 16 AVENUE,NY,"11204",BROOKLYN,20K227,"20",J.H.S. 227 EDWARD B. SHALLOW (20K227),Brooklyn,D20,"516","164","31.8","18","11","0","0",No,No,No,,,,,,
10X141      ,X,2,X141,660 WEST 237 STREET,NY,"10463",BRONX,10X141,"10",RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141) (10X141),Bronx,D10,"265","86","32.5","20","23.3","0","0",No,No,No,,,,,,
21K228      ,K,2,K228,228 AVENUE S,NY,"11223",BROOKLYN,21K228,"21",I.S. 228 DAVID A. BOODY (21K228),Brooklyn,D21,"488","187","38.3","19","10.2","0","0",No,No,No,,,,,,
21K225      ,K,2,K225,1075 OCEAN VIEW AVENUE,NY,"11235",BROOKLYN,21K225,"21",P.S. K225 - THE EILEEN E. ZAGLIN (21K225),Brooklyn,D21,"127","25","19.7",0-5,NA,"0","1",No,No,No,,,,,,
21K226      ,K,2,K226,6006 23 AVENUE,NY,"11204",BROOKLYN,21K226,"21",P.S. 226 ALFRED DE B. MASON (21K226),Brooklyn,D21,"101","43","42.6",0-5,NA,"0","1",No,No,No,,,,,,
08X131      ,X,2,X131,885 BOLTON AVENUE,NY,"10473",BRONX,08X131,"8",J.H.S. 131 ALBERT EINSTEIN (08X131),Bronx,D8,"160","18","11.2",0-5,NA,"0","1",No,No,No,,,,,,
20K223      ,K,2,K223,4200 16 AVENUE,NY,"11204",BROOKLYN,20K223,"20",J.H.S. 223 THE MONTAUK (20K223),Brooklyn,D20,"316","96","30.4","12","12.5","0","0",No,No,No,,,,,,
21K239      ,K,2,K239,2401 NEPTUNE AVENUE,NY,"11224",BROOKLYN,21K239,"21",MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED (21K239),Brooklyn,D21,"424","298","70.3","151","50.7","0","0",Yes,No,Yes,,,,,,
22K240      ,K,2,K240,2500 NOSTRAND AVENUE,NY,"11210",BROOKLYN,22K240,"22",ANDRIES HUDDE (22K240),Brooklyn,D22,"203","33","16.3",0-5,NA,"0","1",No,No,No,,,,,,
21K238      ,K,2,K238,1633 EAST  8 STREET,NY,"11223",BROOKLYN,21K238,"21",P.S. 238 ANNE SULLIVAN (21K238),Brooklyn,D21,"65","16","24.6",0-5,NA,"0","1",No,No,No,,,,,,
22K234      ,K,2,K234,1875 EAST  17 STREET,NY,"11229",BROOKLYN,22K234,"22",J.H.S. 234 ARTHUR W. CUNNINGHAM (22K234),Brooklyn,D22,"510","217","42.5","37","17.1","0","0",No,No,No,,,,,,
18K235      ,K,2,K235,525 LENOX ROAD,NY,"11203",BROOKLYN,18K235,"18",P.S. 235 JANICE MARIE KNIGHT SCHOOL (18K235),Brooklyn,D18,"92","77","83.7","11","14.3","0","0",No,No,Yes,,,,,,
75K231      ,K,2,K231,5601 16 AVENUE,NY,"11204",BROOKLYN,75K231,"75",P.S. K231 (75K231),Brooklyn,D75,"8",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
08X101      ,X,2,X101,2750 LAFAYETTE AVENUE,NY,"10465",BRONX,08X101,"8",M.S. X101 EDWARD R. BYRNE (08X101),Bronx,D8,"160","86","53.8","17","19.8","0","0",No,No,No,,,,,,
10X118      ,X,2,X118,577 EAST 179 STREET,NY,"10457",BRONX,10X118,"10",J.H.S. 118 WILLIAM W. NILES (10X118),Bronx,D10,"334","146","43.7","6","4.1","0","0",No,No,No,,,,,,
18K211      ,K,2,K211,1001 EAST 100 STREET,NY,"11236",BROOKLYN,18K211,"18",I.S. 211 JOHN WILSON (18K211),Brooklyn,D18,"98","19","19.4",0-5,NA,"0","1",No,No,No,,,,,,
09X117      ,X,2,X117,1865 MORRIS AVENUE,NY,"10453",BRONX,09X117,"9",I.S. 117 JOSEPH H. WADE (09X117),Bronx,D9,"118",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
21K209      ,K,2,K209,2609 EAST  7 STREET,NY,"11235",BROOKLYN,21K209,"21",P.S. 209 MARGARET MEAD (21K209),Brooklyn,D21,"67","13","19.4",0-5,NA,"0","1",No,No,No,,,,,,
22K206      ,K,2,K206,2200 GRAVESEND NECK ROAD,NY,"11229",BROOKLYN,22K206,"22",P.S. 206 JOSEPH F LAMB (22K206),Brooklyn,D22,"141","73","51.8","12","16.4","0","0",No,No,No,,,,,,
22K207      ,K,2,K207,4011 FILLMORE AVENUE,NY,"11234",BROOKLYN,22K207,"22",P.S. 207 ELIZABETH G. LEARY (22K207),Brooklyn,D22,"117","37","31.6",0-5,NA,"0","1",No,No,No,,,,,,
11X089      ,X,2,X089,980 MACE AVENUE,NY,"10469",BRONX,11X089,"11",P.S. 089 BRONX (11X089),Bronx,D11,"191","48","25.1",0-5,NA,"0","1",No,No,No,,,,,,
20K220      ,K,2,K220,4812 9 AVENUE,NY,"11220",BROOKLYN,20K220,"20",J.H.S. 220 JOHN J. PERSHING (20K220),Brooklyn,D20,"524","153","29.2","17","11.1","0","0",No,No,No,,,,,,
11X083      ,X,2,X083,950 RHINELANDER AVENUE,NY,"10462",BRONX,11X083,"11",P.S. 083 DONALD HERTZ (11X083),Bronx,D11,"180","59","32.8",0-5,NA,"0","1",No,No,No,,,,,,
19K218      ,K,2,K218,370 FOUNTAIN AVENUE,NY,"11208",BROOKLYN,19K218,"19",J.H.S. 218 JAMES P. SINNOTT (19K218),Brooklyn,D19,"140","13","9.3",0-5,NA,"0","1",No,No,No,,,,,,
12X098      ,X,2,X098,1619 BOSTON ROAD,NY,"10460",BRONX,12X098,"12",J.H.S. 098 HERMAN RIDDER (12X098),Bronx,D12,"79",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
10X095      ,X,2,X095,3961 HILLMAN AVENUE,NY,"10463",BRONX,10X095,"10",P.S. 095 SHEILA MENCHER (10X095),Bronx,D10,"140","33","23.6",0-5,NA,"0","1",No,No,No,,,,,,
20K192      ,K,2,K192,4715 18 AVENUE,NY,"11204",BROOKLYN,20K192,"20",P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY (20K192),Brooklyn,D20,"60","9","15",0-5,NA,"0","1",No,No,No,,,,,,
20K201      ,K,2,K201,8010 12 AVENUE,NY,"11228",BROOKLYN,20K201,"20",J.H.S. 201 THE DYKER HEIGHTS (20K201),Brooklyn,D20,"571","342","59.9","102","29.8","0","0",No,No,No,,,,,,
23K178      ,K,2,K178,2163 DEAN STREET,NY,"11233",BROOKLYN,23K178,"23",P.S. 178 SAINT CLAIR MCKELWAY (23K178),Brooklyn,D23,"40","10","25",0-5,NA,"0","1",No,No,No,,,,,,
08X071      ,X,2,X071,3040 ROBERTS AVENUE,NY,"10461",BRONX,08X071,"8",P.S. 071 ROSE E. SCALA (08X071),Bronx,D8,"173","59","34.1",0-5,NA,"0","1",No,No,No,,,,,,
19K171      ,K,2,K171,528 RIDGEWOOD AVENUE,NY,"11208",BROOKLYN,19K171,"19",I.S. 171 ABRAHAM LINCOLN (19K171),Brooklyn,D19,"104","14","13.5",0-5,NA,"0","1",No,No,No,,,,,,
17K189      ,K,2,K189,1100 EAST NEW YORK AVENUE,NY,"11212",BROOKLYN,17K189,"17",P.S. 189 THE BILINGUAL CENTER (17K189),Brooklyn,D17,"116","33","28.4",0-5,NA,"0","1",No,No,No,,,,,,
10X045      ,X,2,X045,2502 LORILLARD PLACE,NY,"10458",BRONX,10X045,"10",THOMAS C. GIORDANO MIDDLE SCHOOL 45 (10X045),Bronx,D10,"240","33","13.8",0-5,NA,"0","1",No,No,No,,,,,,
20K187      ,K,2,K187,1171 65 STREET,NY,"11219",BROOKLYN,20K187,"20",THE CHRISTA MCAULIFFE SCHOOL\I.S. 187 (20K187),Brooklyn,D20,"340","315","92.6","221","70.2","0","0",No,No,No,,,,,,
23K184      ,K,2,K184,273 NEWPORT STREET,NY,"11212",BROOKLYN,23K184,"23",P.S. 184 NEWPORT (23K184),Brooklyn,D23,"48",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
20K180      ,K,2,K180,5601 16 AVENUE,NY,"11204",BROOKLYN,20K180,"20",THE SEEALL ACADEMY (20K180),Brooklyn,D20,"169","92","54.4","18","19.6","0","0",No,No,No,,,,,,
17K181      ,K,2,K181,1023 NEW YORK AVENUE,NY,"11203",BROOKLYN,17K181,"17",P.S. 181 BROOKLYN (17K181),Brooklyn,D17,"82","17","20.7",0-5,NA,"0","1",No,No,No,,,,,,
14K157      ,K,2,K157,850 KENT AVENUE,NY,"11205",BROOKLYN,14K157,"14",P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY (14K157),Brooklyn,D14,"55","16","29.1",0-5,NA,"0","1",No,No,No,,,,,,
23K155      ,K,2,K155,1355 HERKIMER STREET,NY,"11233",BROOKLYN,23K155,"23",P.S./ I.S. 155 NICHOLAS HERKIMER (23K155),Brooklyn,D23,"32",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
32K162      ,K,2,K162,1390 WILLOUGHBY AVENUE,NY,"11237",BROOKLYN,32K162,"32",J.H.S. 162 THE WILLOUGHBY (32K162),Brooklyn,D32,"129","8","6.2",0-5,NA,"0","1",No,No,No,,,,,,
09X022      ,X,2,X022,270 EAST 167 STREET,NY,"10456",BRONX,09X022,"9",J.H.S. 022 JORDAN L. MOTT (09X022),Bronx,D9,"126","21","16.7",0-5,NA,"0","1",No,No,No,,,,,,
11X019      ,X,2,X019,4318 KATONAH AVENUE,NY,"10470",BRONX,11X019,"11",P.S. 019 JUDITH K. WEISS (11X019),Bronx,D11,"56","32","57.1",0-5,NA,"0","1",No,No,No,,,,,,
10X020      ,X,2,X020,3050 WEBSTER AVENUE,NY,"10467",BRONX,10X020,"10","PS/MS 20 P.O.GEORGE J. WERDANN, III (10X020)",Bronx,D10,"114","17","14.9",0-5,NA,"0","1",No,No,No,,,,,,
10X037      ,X,2,X037,360 WEST 230 STREET,NY,"10463",BRONX,10X037,"10",P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL (10X037),Bronx,D10,"64","6","9.4",0-5,NA,"0","1",No,No,No,,,,,,
17K138      ,K,2,K138,760 PROSPECT PLACE,NY,"11216",BROOKLYN,17K138,"17",P.S. 138 BROOKLYN (17K138),Brooklyn,D17,"77","23","29.9",0-5,NA,"0","1",No,No,No,,,,,,
15K136      ,K,2,K136,4004 4 AVENUE,NY,"11232",BROOKLYN,15K136,"15",I.S. 136 CHARLES O. DEWEY (15K136),Brooklyn,D15,"181","42","23.2",0-5,NA,"0","1",No,No,No,,,,,,
07X031      ,X,2,X031,250 EAST 156 STREET,NY,"10451",BRONX,07X031,"7",P.S./M.S. 031 THE WILLIAM LLOYD GARRISON (07X031),Bronx,D7,"84","12","14.3",0-5,NA,"0","1",No,No,No,,,,,,
07X029      ,X,2,X029,758 COURTLANDT AVENUE,NY,"10451",BRONX,07X029,"7",P.S./M.S. 029 MELROSE SCHOOL (07X029),Bronx,D7,"89",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
09X004      ,X,2,X004,1701 FULTON AVENUE,NY,"10457",BRONX,09X004,"9",P.S./M.S. 004 CROTONA PARK WEST (09X004),Bronx,D9,"42",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
75K141      ,K,2,K141,655 PARKSIDE AVENUE,NY,"11226",BROOKLYN,75K141,"75",P.S. K141 (75K141),Brooklyn,D75,"3",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
07X005      ,X,2,X005,564 JACKSON AVENUE,NY,"10455",BRONX,07X005,"7",P.S. 5 PORT MORRIS (07X005),Bronx,D7,"81",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
10X003      ,X,2,X003,2100 LAFONTAINE AVENUE,NY,"10457",BRONX,10X003,"10",P.S. 3 RAUL JULIA MICRO SOCIETY (10X003),Bronx,D10,"41","7","17.1",0-5,NA,"0","1",No,No,No,,,,,,
75K140      ,K,2,K140,985 ROCKAWAY AVENUE,NY,"11212",BROOKLYN,75K140,"75",P.S. K140 (75K140),Brooklyn,D75,"16",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
75X017      ,X,2,X017,778 FOREST AVENUE,NY,"10456",BRONX,75X017,"75",P.S. X017 (75X017),Bronx,D75,"21",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
10X015      ,X,2,X015,2195 ANDREWS AVENUE,NY,"10453",BRONX,10X015,"10",P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING (10X015),Bronx,D10,"63","27","42.9",0-5,NA,"0","1",No,No,No,,,,,,
13K113      ,K,2,K113,300 ADELPHI STREET,NY,"11205",BROOKLYN,13K113,"13",M.S. 113 RONALD EDMONDS LEARNING CENTER (13K113),Brooklyn,D13,"105","35","33.3",0-5,NA,"0","1",No,No,No,,,,,,
75X010      ,X,2,X010,2750 LAFAYETTE AVENUE,NY,"10465",BRONX,75X010,"75",P.S. X010 (75X010),Bronx,D75,"26",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
22K109      ,K,2,K109,1001 EAST  45 STREET,NY,"11203",BROOKLYN,22K109,"22",P.S. 109 (22K109),Brooklyn,D22,"61","7","11.5",0-5,NA,"0","1",No,No,No,,,,,,
31R080      ,R,5,R080,715 OCEAN TERRACE,NY,"10301",STATEN ISLAND,31R080,"31",THE MICHAEL J. PETRIDES SCHOOL (31R080),StatenIsland,D31,"82","28","34.1",0-5,NA,"0","1",No,No,No,,,,,,
75R373      ,R,5,R373,91 HENDERSON AVENUE,NY,"10301",STATEN ISLAND,75R373,"75",P.S. R373 (75R373),StatenIsland,D75,"3",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
14K126      ,K,2,K126,424 LEONARD STREET,NY,"11222",BROOKLYN,14K126,"14",JOHN ERICSSON MIDDLE SCHOOL 126 (14K126),Brooklyn,D14,"105","17","16.2",0-5,NA,"0","1",No,No,No,,,,,,
31R072      ,R,5,R072,33 FERNDALE AVENUE,NY,"10314",STATEN ISLAND,31R072,"31",I.S. 072 ROCCO LAURIE (31R072),StatenIsland,D31,"505","134","26.5","16","11.9","0","0",No,No,No,,,,,,
21K121      ,K,2,K121,5301 20 AVENUE,NY,"11204",BROOKLYN,21K121,"21",P.S. 121 NELSON A. ROCKEFELLER (21K121),Brooklyn,D21,"28","6","21.4",0-5,NA,"0","1",No,No,No,,,,,,
31R075      ,R,5,R075,455 HUGUENOT AVENUE,NY,"10312",STATEN ISLAND,31R075,"31",I.S. 075 FRANK D. PAULO (31R075),StatenIsland,D31,"448","161","35.9","41","25.5","0","0",No,No,No,,,,,,
31R061      ,R,5,R061,445 CASTLETON AVENUE,NY,"10301",STATEN ISLAND,31R061,"31",I.S. 061 WILLIAM A MORRIS (31R061),StatenIsland,D31,"311","32","10.3",0-5,NA,"0","1",No,No,No,,,,,,
75R721      ,R,5,R721,155 TOMPKINS AVENUE,NY,"10304",STATEN ISLAND,75R721,"75",THE RICHARD H. HUNGERFORD SCHOOL (75R721),StatenIsland,D75,"3",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
21K098      ,K,2,K098,1401 EMMONS AVENUE,NY,"11235",BROOKLYN,21K098,"21",I.S. 98 BAY ACADEMY (21K098),Brooklyn,D21,"534","374","70","110","29.4","0","0",No,No,No,,,,,,
21K099      ,K,2,K099,1120 EAST  10 STREET,NY,"11230",BROOKLYN,21K099,"21",P.S. 099 ISAAC ASIMOV (21K099),Brooklyn,D21,"85","16","18.8",0-5,NA,"0","1",No,No,No,,,,,,
21K096      ,K,2,K096,99 AVENUE P,NY,"11204",BROOKLYN,21K096,"21",I.S. 096 SETH LOW (21K096),Brooklyn,D21,"267","71","26.6",0-5,NA,"0","1",No,No,No,,,,,,
17K002      ,K,2,K002,655 PARKSIDE AVENUE,NY,"11226",BROOKLYN,17K002,"17",PARKSIDE PREPARATORY ACADEMY (17K002),Brooklyn,D17,"136","22","16.2",0-5,NA,"0","1",No,No,No,,,,,,
21K095      ,K,2,K095,345 VAN SICKLEN STREET,NY,"11223",BROOKLYN,21K095,"21",P.S. 095 THE GRAVESEND (21K095),Brooklyn,D21,"60","19","31.7",0-5,NA,"0","1",No,No,No,,,,,,
31R051      ,R,5,R051,20 HOUSTON STREET,NY,"10302",STATEN ISLAND,31R051,"31",I.S. 051 EDWIN MARKHAM (31R051),StatenIsland,D31,"340","51","15",0-5,NA,"0","1",No,No,No,,,,,,
31R048      ,R,5,R048,1055 TARGEE STREET,NY,"10304",STATEN ISLAND,31R048,"31",P.S. 048 WILLIAM G. WILCOX (31R048),StatenIsland,D31,"104","47","45.2","10","21.3","0","0",No,No,No,,,,,,
20K104      ,K,2,K104,9115 5 AVENUE,NY,"11209",BROOKLYN,20K104,"20",P.S./I.S. 104 THE FORT HAMILTON SCHOOL (20K104),Brooklyn,D20,"157","62","39.5","7","11.3","0","0",No,No,No,,,,,,
31R049      ,R,5,R049,101 WARREN STREET,NY,"10304",STATEN ISLAND,31R049,"31",I.S. 49 BERTA A. DREYFUS (31R049),StatenIsland,D31,"162","20","12.3",0-5,NA,"0","1",No,No,No,,,,,,
31R027      ,R,5,R027,11 CLOVE LAKE PLACE,NY,"10310",STATEN ISLAND,31R027,"31",I.S. 027 ANNING S. PRALL (31R027),StatenIsland,D31,"307","76","24.8","14","18.4","0","0",No,No,No,,,,,,
75R025      ,R,5,R025,6581 HYLAN BOULEVARD,NY,"10309",STATEN ISLAND,75R025,"75",SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25 (75R025),StatenIsland,D75,"11",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
31R024      ,R,5,R024,225 CLEVELAND AVENUE,NY,"10308",STATEN ISLAND,31R024,"31",I.S. 024 MYRA S. BARNES (31R024),StatenIsland,D31,"428","123","28.7","13","10.6","0","0",No,No,No,,,,,,
75R037      ,R,5,R037,15 FAIRFIELD STREET,NY,"10308",STATEN ISLAND,75R037,"75",THE DAVID MARQUIS SCHOOL OF THE ARTS (75R037),StatenIsland,D75,"3",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
31R034      ,R,5,R034,528 ACADEMY AVENUE,NY,"10307",STATEN ISLAND,31R034,"31",I.S. 034 TOTTENVILLE (31R034),StatenIsland,D31,"341","61","17.9",0-5,NA,"0","1",No,No,No,,,,,,
31R007      ,R,5,R007,1270 HUGUENOT AVENUE,NY,"10312",STATEN ISLAND,31R007,"31",I.S. 007 ELIAS BERNSTEIN (31R007),StatenIsland,D31,"397","117","29.5","27","23.1","0","0",No,No,No,,,,,,
31R002      ,R,5,R002,333 MIDLAND AVENUE,NY,"10306",STATEN ISLAND,31R002,"31",I.S. R002 GEORGE L. EGBERT (31R002),StatenIsland,D31,"340","93","27.4","9","9.7","0","0",No,No,No,,,,,,
84Q705,Q,4,Q705,35-59 81ST STREET,NY,"11372",QUEENS,84Q705,"84",RENAISSANCE CHARTER SCHOOL (84Q705),Queens,Charter,"20","11","55",0-5,NA,"0","1",No,No,No,,,,,,
84Q706,Q,4,Q706,36-12 35 AVENUE,NY,"11106",QUEENS,84Q706,"84",OUR WORLD NEIGHBORHOOD CHARTER SCHOOL (84Q706),Queens,Charter,"76","30","39.5",0-5,NA,"0","1",No,No,No,,,,,,
75Q993      ,Q,4,Q993,85-15 258 STREET,NY,"11001",QUEENS,75Q993,"75",P.S. Q993 (75Q993),Queens,D75,"3",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
28Q896      ,Q,4,Q896,150-91 87 ROAD,NY,"11432",QUEENS,28Q896,"28","YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS (28Q896)",Queens,D28,"87","38","43.7","7","18.4","0","0",No,No,No,,,,,,
75Q811      ,Q,4,Q811,61-25 MARATHON PARKWAY,NY,"11362",QUEENS,75Q811,"75",P.S. Q811 (75Q811),Queens,D75,"3",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
25Q499      ,Q,4,Q499,148-20 REEVES AVENUE,NY,"11367",QUEENS,25Q499,"25","THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY (25Q499)",Queens,D25,"55","32","58.2","9","28.1","0","0",No,No,No,,,,,,
30Q580      ,Q,4,Q580,34-12 36 AVENUE,NY,"11106",QUEENS,30Q580,"30",BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION (30Q580),Queens,D30,"59","36","61","14","38.9","0","0",No,Yes,Yes,,,,,,
24Q560      ,Q,4,Q560,47-07 30 PLACE,NY,"11101",QUEENS,24Q560,"24","ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY (24Q560)",Queens,D24,"45","23","51.1",0-5,NA,"0","1",No,No,No,,,,,,
84Q304,Q,4,Q304,37-15 13 STREET,NY,"11101",QUEENS,84Q304,"84",VOICE CHARTER SCHOOL OF NEW YORK (84Q304),Queens,Charter,"89","30","33.7",0-5,NA,"0","1",No,No,No,,,,,,
29Q295      ,Q,4,Q295,222-14 JAMAICA AVE,NY,"11428",QUEENS,29Q295,"29",P.S./I.S. 295 (29Q295),Queens,D29,"60","15","25",0-5,NA,"0","1",No,No,No,,,,,,
25Q294      ,Q,4,Q294,18-25 212 STREET,NY,"11360",QUEENS,25Q294,"25",BELL ACADEMY (25Q294),Queens,D25,"112","56","50","10","17.9","0","0",No,No,No,,,,,,
27Q333      ,Q,4,Q333,3-65 BEACH 56 STREET,NY,"11692",QUEENS,27Q333,"27",GOLDIE MAPLE ACADEMY (27Q333),Queens,D27,"26",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
28Q310      ,Q,4,Q310,167-01 GOTHIC DRIVE,NY,"11432",JAMAICA,28Q310,"28",QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL (28Q310),Queens,D28,"88","15","17",0-5,NA,"0","1",No,No,No,,,,,,
27Q323      ,Q,4,Q323,320 BEACH 104TH STREET,NY,"11694",QUEENS,27Q323,"27",SCHOLARS' ACADEMY (27Q323),Queens,D27,"192","80","41.7","31","38.8","0","0",No,Yes,Yes,,,,,,
27Q309      ,Q,4,Q309,8-21 BAY 25 STREET,NY,"11691",QUEENS,27Q309,"27",ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL (27Q309),Queens,D27,"70",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
26Q266      ,Q,4,Q266,74-10 COMMONWEALTH BOULEVARD,NY,"11426",QUEENS,26Q266,"26",P.S./I.S. 266 (26Q266),Queens,D26,"75","33","44",0-5,NA,"0","1",No,No,No,,,,,,
27Q262      ,Q,4,Q262,100-00 BEACH CHANNEL DRIVE,NY,"11694",QUEENS,27Q262,"27",CHANNEL VIEW SCHOOL FOR RESEARCH (27Q262),Queens,D27,"145","24","16.6",0-5,NA,"0","1",No,No,No,,,,,,
29Q259      ,Q,4,Q259,109-89 204 STREET,NY,"11412",QUEENS,29Q259,"29",PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL (29Q259),Queens,D29,"88","6","6.8",0-5,NA,"0","1",No,No,No,,,,,,
25Q285      ,Q,4,Q285,34-65 192 STREET,NY,"11358",QUEENS,25Q285,"25",WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL (25Q285),Queens,D25,"82","22","26.8",0-5,NA,"0","1",No,No,No,,,,,,
30Q286      ,Q,4,Q286,23-15 NEWTOWN AVENUE,NY,"11102",QUEENS,30Q286,"30","YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA (30Q286)",Queens,D30,"88","27","30.7",0-5,NA,"0","1",No,No,No,,,,,,
27Q282      ,Q,4,Q282,8-21 BAY 25 STREET,NY,"11691",QUEENS,27Q282,"27",KNOWLEDGE AND POWER PREPARATORY ACADEMY VI (27Q282),Queens,D27,"88","47","53.4",0-5,NA,"0","1",No,No,No,,,,,,
29Q283      ,Q,4,Q283,143-10 SPRINGFIELD BOULEVARD,NY,"11413",QUEENS,29Q283,"29",PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL (29Q283),Queens,D29,"67","9","13.4",0-5,NA,"0","1",No,No,No,,,,,,
25Q281      ,Q,4,Q281,46-21 COLDEN STREET,NY,"11355",QUEENS,25Q281,"25",EAST-WEST SCHOOL OF INTERNATIONAL STUDIES (25Q281),Queens,D25,"107","62","57.9","17","27.4","0","0",No,No,No,,,,,,
29Q268      ,Q,4,Q268,92-07 175 STREET,NY,"11433",QUEENS,29Q268,"29",P.S./I.S. 268 (29Q268),Queens,D29,"71","18","25.4",0-5,NA,"0","1",No,No,No,,,,,,
29Q270      ,Q,4,Q270,233-15 MERRICK BOULEVARD,NY,"11422",QUEENS,29Q270,"29",THE GORDON PARKS SCHOOL (29Q270),Queens,D29,"119","21","17.6",0-5,NA,"0","1",No,No,No,,,,,,
29Q238      ,Q,4,Q238,88-15 182 STREET,NY,"11423",QUEENS,29Q238,"29",I.S. 238 - SUSAN B. ANTHONY ACADEMY (29Q238),Queens,D29,"383","81","21.1",0-5,NA,"0","1",No,No,No,,,,,,
30Q235      ,Q,4,Q235,30-14 30 STREET,NY,"11102",QUEENS,30Q235,"30",ACADEMY FOR NEW AMERICANS (30Q235),Queens,D30,"36",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
25Q237      ,Q,4,Q237,46-21 COLDEN STREET,NY,"11355",QUEENS,25Q237,"25",I.S. 237 (25Q237),Queens,D25,"447","215","48.1","57","26.5","0","0",No,No,No,,,,,,
27Q232      ,Q,4,Q232,153-23 83 STREET,NY,"11414",QUEENS,27Q232,"27",P.S. 232 LINDENWOOD (27Q232),Queens,D27,"118","25","21.2",0-5,NA,"0","1",No,No,No,,,,,,
75Q255      ,Q,4,Q255,158-40 76 ROAD,NY,"11366",QUEENS,75Q255,"75",P.S. Q255 (75Q255),Queens,D75,"3",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
