ATS_CODE,BORO,BORONUM,LOC_CODE,ADDRESS,STATE_CODE,ZIP,City,DBN,Dist,MS,Borough,CSD,Total Stud,Students T,Percent of,Total St_1,Percent _1,Fewer than,Fewer th_1,Gifted and,HS Program,Citywide,result_num,status,formatted_,place_id,location_t,latlong
25Q252      ,Q,4,Q252,158-40 76 ROAD,NY,"11366",QUEENS,25Q252,"25","QUEENS SCHOOL OF INQUIRY, THE (25Q252)",Queens,D25,"79","20","25.3",0-5,NA,"0","1",No,No,No,,,,,,
25Q250      ,Q,4,Q250,158-40 76 ROAD,NY,"11366",QUEENS,25Q250,"25",I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL (25Q250),Queens,D25,"119","22","18.5",0-5,NA,"0","1",No,No,No,,,,,,
25Q219      ,Q,4,Q219,144-39 GRAVETT ROAD,NY,"11367",QUEENS,25Q219,"25",P.S. 219 PAUL KLAPPER (25Q219),Queens,D25,"75","21","28",0-5,NA,"0","1",No,No,No,,,,,,
26Q216      ,Q,4,Q216,64-20 175 STREET,NY,"11365",QUEENS,26Q216,"26",J.H.S. 216 GEORGE J. RYAN (26Q216),Queens,D26,"529","259","49","64","24.7","0","0",No,No,No,,,,,,
28Q217      ,Q,4,Q217,85-05 144 STREET,NY,"11435",QUEENS,28Q217,"28",J.H.S. 217 ROBERT A. VAN WYCK (28Q217),Queens,D28,"549","157","28.6","10","6.4","0","0",No,No,No,,,,,,
30Q230      ,Q,4,Q230,73-10 34 AVENUE,NY,"11372",QUEENS,30Q230,"30",I.S. 230 (30Q230),Queens,D30,"390","141","36.2","19","13.5","0","0",No,No,No,,,,,,
27Q226      ,Q,4,Q226,121-10 ROCKAWAY BOULEVARD,NY,"11420",QUEENS,27Q226,"27",J.H.S. 226 VIRGIL I. GRISSOM (27Q226),Queens,D27,"268","64","23.9",0-5,NA,"0","1",No,No,No,,,,,,
30Q227      ,Q,4,Q227,32-02 JUNCTION BOULEVARD,NY,"11369",QUEENS,30Q227,"30",I.S. 227 LOUIS ARMSTRONG (30Q227),Queens,D30,"449","204","45.4","28","13.7","0","0",No,No,No,,,,,,
75Q224      ,Q,4,Q224,252-12 72 AVENUE,NY,"11426",QUEENS,75Q224,"75",P.S. Q224 (75Q224),Queens,D75,"9",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
25Q200      ,Q,4,Q200,70-10 164 STREET,NY,"11365",QUEENS,25Q200,"25",P.S./M.S. 200 - THE MAGNET SCHOOL OF GLOBAL STUDIES AND LEADERSHIP (25Q200),Queens,D25,"55","8","14.5",0-5,NA,"0","1",No,No,No,,,,,,
25Q194      ,Q,4,Q194,154-60 17 AVENUE,NY,"11357",QUEENS,25Q194,"25",J.H.S. 194 WILLIAM CARR (25Q194),Queens,D25,"415","194","46.7","74","38.1","0","0",No,No,No,,,,,,
27Q210      ,Q,4,Q210,93-11 101 AVENUE,NY,"11416",QUEENS,27Q210,"27",J.H.S. 210 ELIZABETH BLACKWELL (27Q210),Queens,D27,"610","132","21.6","13","9.8","0","0",No,No,No,,,,,,
27Q207      ,Q,4,Q207,159-15 88 STREET,NY,"11414",QUEENS,27Q207,"27",P.S. 207 ROCKWOOD PARK (27Q207),Queens,D27,"64",0-5,NA,0-5,NA,"1","1",No,No,No,,,,,,
29Q208      ,Q,4,Q208,74-30 COMMONWEALTH BLVD,NY,"11426",QUEENS,29Q208,"29",P.S./I.S. 208 (29Q208),Queens,D29,"89","33","37.1",0-5,NA,"0","1",No,No,No,,,,,,
30Q204      ,Q,4,Q204,36-41 28 STREET,NY,"11106",QUEENS,30Q204,"30",I.S. 204 OLIVER W. HOLMES (30Q204),Queens,D30,"121","21","17.4",0-5,NA,"0","1",No,No,No,,,,,,
,,,X264,2474 Crotona Ave,NY,"10458",Bronx,10X264,"10",BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE) (10X264),Bronx,D10,"3",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"2474 Crotona Ave, Bronx, NY 10458, USA",ChIJpTEN54P0wokRBA1W8cj8s38,ROOFTOP,"40.8554112,-73.8824863"
,,,Q277,1-50 51st Ave,NY,"11101",Queens,75Q277,"75",THE RIVERVIEW SCHOOL (75Q277),Queens,D75,"6",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"1-50 51st Ave, Queens, NY 11101, USA",ChIJiQCvCxhZwokRqd0BWbdZbNQ,ROOFTOP,"40.7435248,-73.9590923"
,,,Q504,142-10 Linden Blvd,NY,"11436",Queens,75Q504,"75",HOME INSTRUCTION - QUEEN (75Q504),Queens,D75,"3",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"142-10 Linden Blvd, Jamaica, NY 11436, USA",ChIJHfWOsS5nwokR8h-g3A1MQn8,ROOFTOP,"40.6837829,-73.8012395"
,,,X596,850 Baychester Ave,NY,"10475",Bronx,75X596,"75",P.S. X596 (75X596),Bronx,D75,"3",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"850 Baychester Ave, Bronx, NY 10475, USA",ChIJ6zl14siMwokRshF370B7QwM,ROOFTOP,"40.8751476,-73.8329925"
,,,M973,448 W 56th St,NY,"10019",New York,79M973,"79",RESTART ACADEMY (79M973),Manhattan,D79,"137",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"448 W 56th St, New York, NY 10019, USA",ChIJ27JsgVlYwokRJYp1pbcwDIQ,ROOFTOP,"40.7680319,-73.988604"
,,,X695,NA,NY,NA,NA,79X695,"79",PASSAGES ACADEMY (79X695),Bronx,D79,"3",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,APPROXIMATE,"40.7127753,-74.0059728"
,,,K037,215 Heyward St,NY,"11206",Brooklyn,84K037,"84",BEGINNING WITH CHILDREN CHARTER SCHOOL II (84K037),Brooklyn,Charter,"49","16","32.7",0-5,NA,"0","1",No,No,No,"0",OK,"215 Heyward St, Brooklyn, NY 11206, USA",ChIJv65oeOZbwokRsuyvdHGelz0,ROOFTOP,"40.7039101,-73.9537081"
,,,K333,443 St Marks Ave,NY,"11238",Brooklyn,84K333,"84",EXPLORE EXCEED CHARTER SCHOOL (84K333),Brooklyn,Charter,"53","7","13.2",0-5,NA,"0","1",No,No,No,"0",OK,"443 St Marks Ave, Brooklyn, NY 11238, USA",ChIJawlv8KFbwokR74lVqLdKZGI,ROOFTOP,"40.6769629,-73.9600909"
,,,K360,1580 Dean St,NY,"11213",Brooklyn,84K360,"84",LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL (84K360),Brooklyn,Charter,"97",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"1580 Dean St, Brooklyn, NY 11213, USA",ChIJzUYwk3hcwokREJl0PdwnRfU,ROOFTOP,"40.6758257,-73.9355229"
,,,K680,982 Hegeman Ave,NY,"11208",Brooklyn,84K680,"84",ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL (84K680),Brooklyn,Charter,"64","29","45.3",0-5,NA,"0","1",No,No,No,"0",OK,"982 Hegeman Ave, Brooklyn, NY 11208, USA",ChIJrYbV_KVdwokRavRK6NHPsNI,ROOFTOP,"40.6661578,-73.8761335"
,,,K724,1070 East 104 Street,NY,"11236",Brooklyn,84K724,"84",LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4) (84K724),Brooklyn,Charter,"52","10","19.2",0-5,NA,"0","1",No,No,No,"0",OK,"1070 E 104th St, Brooklyn, NY 11236, USA",ChIJuYTBkeBcwokReEayB_SJo2s,ROOFTOP,"40.64415839999999,-73.8925788"
,,,K741,330 Crown St,NY,"11225",Brooklyn,84K741,"84",SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7) (84K741),Brooklyn,Charter,"55","41","74.5",0-5,NA,"0","1",No,No,No,"0",OK,"330 Crown St, Brooklyn, NY 11225, USA",ChIJFdgAynBbwokRCJTYfklpZ9A,ROOFTOP,"40.6659347,-73.949485"
,,,K756,801 Park Pl,NY,"11216",Brooklyn,84K756,"84",SUCCESS ACADEMY PROSPECT HEIGHTS (BROOKLYN 6) (84K756),Brooklyn,Charter,"48","32","66.7",0-5,NA,"0","1",No,No,No,"0",OK,"801 Park Pl, Brooklyn, NY 11216, USA",ChIJVUyFAJ1bwokR_3_kCeJyolg,ROOFTOP,"40.6736156,-73.9511888"
,,,K757,432 Monroe St,NY,"11221",Brooklyn,84K757,"84",UNITY PREP CHARTER SCHOOL (84K757),Brooklyn,Charter,"47","14","29.8",0-5,NA,"0","1",No,No,No,"0",OK,"A COMMUNITY OF LIFELONG LEARNERS, 432 Monroe St, Brooklyn, NY 11221, USA",ChIJrRwck4tbwokR3OfGxlFzSpw,ROOFTOP,"40.68628830000001,-73.940896"
,,,K758,500 19th St,NY,"11215",Brooklyn,84K758,"84",BROOKLYN URBAN GARDEN CHARTER SCHOOL (84K758),Brooklyn,Charter,"85","23","27.1",0-5,NA,"0","1",No,No,No,"0",OK,"500 19th St, Brooklyn, NY 11215, USA",ChIJISQp-R9bwokRZnYqICl3by4,ROOFTOP,"40.6564072,-73.9827275"
,,,K759,353-377 Watkins St,NY,"11212",Brooklyn,84K759,"84",CANARSIE ASCEND CHARTER SCHOOL (84K759),Brooklyn,Charter,"106","28","26.4",0-5,NA,"0","1",No,No,No,"0",OK,"353 Watkins St, Brooklyn, NY 11212, USA",EiczNTMgV2F0a2lucyBTdCwgQnJvb2tseW4sIE5ZIDExMjEyLCBVU0EiMRIvChQKEgltN7yw9lzCiRHJLVmsadKdnhDhAioUChIJDbRCR_FcwokRXUllu_87ZTU,RANGE_INTERPOLATED,"40.6607858,-73.9056099"
,,,K803,77 Sands St,NY,"11201",Brooklyn,84K803,"84",BROOKLYN LABÃÂ CHARTER SCHOOL (84K803),Brooklyn,Charter,"30","8","26.7",0-5,NA,"0","1",No,No,No,"0",OK,"77 Sands St, Brooklyn, NY 11201, USA",ChIJQW8KazRawokRJjICOAbRDeY,ROOFTOP,"40.70034769999999,-73.9874324"
,,,K807,1962 Linden Blvd,NY,"11207",Brooklyn,84K807,"84",COLLEGIATE ACADEMY FOR MATH AND PERSONAL AWARENESSÃÂ CHARTER SCHOOL (84K807),Brooklyn,Charter,"33",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"1962 Linden Blvd, Brooklyn, NY 11207, USA",ChIJo4msH_5cwokRb_uYV0JzY6g,ROOFTOP,"40.6588324,-73.8890665"
,,,K876,601 Parkside Ave,NY,"11226",Brooklyn,84K876,"84",ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL (84K876),Brooklyn,Charter,"20",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"601 Parkside Ave, Brooklyn, NY 11226, USA",ChIJSa3O5mtbwokRiPMUi-_rwhc,ROOFTOP,"40.6562667,-73.9540944"
,,,K879,80 Willoughby St,NY,"11201",Brooklyn,84K879,"84",BROOKLYN PROSPECT CHARTER SCHOOL DOWNTOWN (84K879),Brooklyn,Charter,"84","45","53.6","14","31.1","0","0",No,No,No,"0",OK,"80 Willoughby St, Brooklyn, NY 11201, USA",ChIJE2vccEtawokREXM75Tyw98I,ROOFTOP,"40.6919393,-73.98542979999999"
,,,K911,77 Sands St,NY,"11201",Brooklyn,84K911,"84",EDMUND W. GORDON BROOKLYN LABORATORY CHARTER SCHOOL (84K911),Brooklyn,Charter,"28","13","46.4",0-5,NA,"0","1",No,No,No,"0",OK,"77 Sands St, Brooklyn, NY 11201, USA",ChIJQW8KazRawokRJjICOAbRDeY,ROOFTOP,"40.70034769999999,-73.9874324"
,,,M065,250 West 127 St,NY,"10027",New York,84M065,"84",DEMOCRACY PREP ENDURANCE CHARTER SCHOOL (84M065),Manhattan,Charter,"36","10","27.8",0-5,NA,"0","1",No,No,No,"0",OK,"250 W 127th St, New York, NY 10027, USA",ChIJLUmsQW32wokR34B1eJfVDl4,ROOFTOP,"40.8106338,-73.9487487"
,,,M068,21 Jumel Pl,NY,"10032",New York,84M068,"84",KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL (84M068),Manhattan,Charter,"28","17","60.7",0-5,NA,"0","1",No,No,No,"0",OK,"21 Jumel Pl, New York, NY 10032, USA",ChIJr_FrhCf0wokReFKpKt2fJnQ,ROOFTOP,"40.839456,-73.9357066"
,,,M100,691 St Nicholas Ave,NY,"10030",New York,84M100,"84",NEIGHBORHOOD CHARTER SCHOOL OF HARLEM (84M100),Manhattan,Charter,"53","25","47.2",0-5,NA,"0","1",No,No,No,"0",OK,"691 St Nicholas Ave, New York, NY 10030, USA",ChIJv7wXfXv2wokRXXwO7Kgij8Q,ROOFTOP,"40.823698,-73.94543399999999"
,,,M168,1573 Madison Ave,NY,"10029",New York,84M168,"84",EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II (84M168),Manhattan,Charter,"41","12","29.3",0-5,NA,"0","1",No,No,No,"0",OK,"1573 Madison Ave, New York, NY 10029, USA",ChIJTw8ruhz2wokRAhunduur45w,ROOFTOP,"40.7936872,-73.9486109"
,,,M174,40 Irving Pl,NY,"10003",New York,84M174,"84",SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1) (84M174),Manhattan,Charter,"65","53","81.5","17","32.1","0","0",No,No,No,"0",OK,"40 Irving Pl, New York, NY 10003, USA",ChIJBeMEZp9ZwokRR5DAsIV0k74,ROOFTOP,"40.73518079999999,-73.9870892"
,,,M186,147 St Nicholas Ave,NY,"10026",New York,84M186,"84",HARLEM HEBREW LANGUAGE CHARTER SCHOOL (84M186),Manhattan,Charter,"28","12","42.9",0-5,NA,"0","1",No,No,No,"0",OK,"147 St Nicholas Ave, New York, NY 10026, USA",ChIJFzVNqhb2wokRvz7JSjbP760,ROOFTOP,"40.8048029,-73.9530193"
,,,M202,38 Delancey St,NY,"10002",New York,84M202,"84",GREAT OAKS CHARTER SCHOOL (84M202),Manhattan,Charter,"49","13","26.5",0-5,NA,"0","1",No,No,No,"0",OK,"38 Delancey St, New York, NY 10002, USA",ChIJ1eF094ZZwokRdpjJlZ2VGKY,ROOFTOP,"40.7199368,-73.99177209999999"
,,,M204,1 E 104th St,NY,"10029",New York,84M204,"84",CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL (84M204),Manhattan,Charter,"10",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"1 E 104th St, New York, NY 10029, USA",ChIJ0e7ETRz2wokRUivhdvMm90w,ROOFTOP,"40.7923862,-73.9505448"
,,,M263,26 Broadway,NY,"10004",New York,84M263,"84",NEW YORK CITY CHARTER SCHOOL OF THE ARTS (84M263),Manhattan,Charter,"88","23","26.1",0-5,NA,"0","1",No,No,No,"0",OK,"26 Broadway, New York, NY 10004, USA",ChIJVdOZURFawokRLrcRnSl0rj0,ROOFTOP,"40.7052022,-74.0131655"
,,,M295,120 Wadsworth Ave,NY,"10033",New York,84M295,"84",SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL (84M295),Manhattan,Charter,"95","16","16.8",0-5,NA,"0","1",No,No,No,"0",OK,"120 Wadsworth Ave, New York, NY 10033, USA",ChIJhzrzdqD2wokRZ9yFjEjQlc4,ROOFTOP,"40.8488133,-73.9362117"
,,,Q083,55-30 Junction Blvd,NY,"11373",Queens,84Q083,"84",CENTRAL QUEENS ACADEMY CHARTER SCHOOL (84Q083),Queens,Charter,"92","29","31.5","9","31","0","0",No,No,No,"0",OK,"55-30 Junction Blvd, Queens, NY 11373, USA",ChIJs9u-vUpewokRR5t1N55t5gI,ROOFTOP,"40.73734580000001,-73.8664172"
,,,Q298,68-02 Metropolitan Ave,NY,"11379",Queens,84Q298,"84",MIDDLE VILLAGE PREP CHARTER SCHOOL (84Q298),Queens,Charter,"112","49","43.8",0-5,NA,"0","1",No,No,No,"0",OK,"68-02 Metropolitan Ave, Queens, NY 11379, USA",ChIJlWbPXH1ewokRGmt_m-Vh4vo,ROOFTOP,"40.7109245,-73.8882534"
,,,Q380,51-35 Reeder St,NY,"11373",Queens,84Q380,"84",FORTE PREPARATORY ACADEMY CHARTER SCHOOL (84Q380),Queens,Charter,"83","51","61.4",0-5,NA,"0","1",No,No,No,"0",OK,"51-35 Reeder St, Queens, NY 11373, USA",ChIJsSaIZFJewokRyYGKCJGFzFY,ROOFTOP,"40.7373303,-73.8781333"
,,,X124,1919 Prospect Ave,NY,"10457",Bronx,84X124,"84",CHILDREN'S AID COLLEGE PREP CHARTER SCHOOL (84X124),Bronx,Charter,"65","14","21.5",0-5,NA,"0","1",No,No,No,"0",OK,"1919 Prospect Ave, Bronx, NY 10457, USA",ChIJz4yluWH0wokRamV8ekc6Ox4,ROOFTOP,"40.8437691,-73.8903279"
,,,X133,1701 Fulton Ave,NY,"10457",Bronx,84X133,"84",ICAHN CHARTER SCHOOL 6 (84X133),Bronx,Charter,"33","11","33.3",0-5,NA,"0","1",No,No,No,"0",OK,"1701 Fulton Ave, Bronx, NY 10457, USA",ChIJ4_a1cV30wokRXxUuo94U-jk,ROOFTOP,"40.8411563,-73.8983267"
,,,X177,1260 Franklin Ave,NY,"10456",Bronx,84X177,"84",MOTT HALL CHARTER SCHOOL (84X177),Bronx,Charter,"102","11","10.8",0-5,NA,"0","1",No,No,No,"0",OK,"1260 Franklin Ave, Bronx, NY 10456, USA",ChIJo8RHwU_0wokR8zdLr763d0o,ROOFTOP,"40.8308954,-73.9023857"
,,,X233,296 E 140th St,NY,"10454",Bronx,84X233,"84",FAMILY LIFE ACADEMY CHARTER SCHOOL II (84X233),Bronx,Charter,"109","37","33.9",0-5,NA,"0","1",No,No,No,"0",OK,"296 E 140th St, Bronx, NY 10454, USA",ChIJa23OW9v1wokRL0dz6fanb_g,ROOFTOP,"40.811454,-73.9250059"
,,,X362,1535 Story Ave,NY,"10473",Bronx,84X362,"84",ICAHN CHARTER SCHOOL 7 (84X362),Bronx,Charter,"29","13","44.8",0-5,NA,"0","1",No,No,No,"0",OK,"1535 Story Ave, Bronx, NY 10473, USA",ChIJq-hTLeP0wokRM-kzw0BWcW0,ROOFTOP,"40.8220927,-73.8769604"
,,,X364,333 E 135th St,NY,"10454",Bronx,84X364,"84",SOUTH BRONX CLASSICAL CHARTER SCHOOL II (84X364),Bronx,Charter,"12","11","91.7",0-5,NA,"0","1",No,No,No,"0",OK,"333 E 135th St, Bronx, NY 10454, USA",ChIJCVRGGt31wokR6a8k8gJijxI,ROOFTOP,"40.8082435,-73.92574069999999"
,,,X380,1000 Teller Ave,NY,"10458",Bronx,84X380,"84",SUCCESS ACADEMY CHARTER SCHOOL - BRONX 3 (84X380),Bronx,Charter,"57","43","75.4","9","20.9","0","0",No,No,No,"0",OK,"1000 Teller Ave, Bronx, NY 10456, USA",ChIJd2zDvzX0wokRIuJxndhHIXo,ROOFTOP,"40.8279,-73.9141928"
,,,X387,413 E 144th St,NY,"10454",Bronx,84X387,"84",BRILLA COLLEGE PREP CHARTER SCHOOL (84X387),Bronx,Charter,"66","22","33.3",0-5,NA,"0","1",No,No,No,"0",OK,"413 E 144th St, Bronx, NY 10454, USA",ChIJ6cnozMX1wokRT8VS7KMZYRg,ROOFTOP,"40.8128008,-73.9193109"
,,,X460,22 Marble Hill Ave,NY,"10463",Bronx,84X460,"84",ATMOSPHERE CHARTER SCHOOL (84X460),Bronx,Charter,"139","55","39.6",0-5,NA,"0","1",No,No,No,"0",OK,"22 Marble Hill Ave, Bronx, NY 10463, USA",ChIJIe04-5LzwokRXMDPmaiSWJg,ROOFTOP,"40.8751344,-73.910245"
,,,X471,510 E 141st St,NY,"10454",Bronx,84X471,"84",AMERICAN DREAM CHARTER SCHOOL (84X471),Bronx,Charter,"18","9","50",0-5,NA,"0","1",No,No,No,"0",OK,"510 E 141st St, Bronx, NY 10454, USA",ChIJ3eDURsH1wokRpM7Aq5Pr69M,ROOFTOP,"40.8091669,-73.91788710000002"
,,,X492,801 E 156th St,NY,"10455",Bronx,84X492,"84",SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL (84X492),Bronx,Charter,"109","16","14.7",0-5,NA,"0","1",No,No,No,"0",OK,"801 E 156th St, Bronx, NY 10455, USA",ChIJr2H-fbH1wokR_CZKR0wgDAk,ROOFTOP,"40.8179642,-73.9042872"
,,,X585,416 Willis Ave,NY,"10454",Bronx,84X585,"84",LEGACY COLLEGE PREPARATORY (84X585),Bronx,Charter,"41","21","51.2",0-5,NA,"0","1",No,No,No,"0",OK,"416 Willis Ave, Bronx, NY 10454, USA",ChIJE7XNt8X1wokR0LkUKMu00r4,ROOFTOP,"40.8130769,-73.9197623"
,,,M177,1458 York Avenue,NY,"10075",New York,02M177,"2",YORKVILLE EAST MIDDLE SCHOOL (02M177),Manhattan,D2,"73","37","50.7",0-5,NA,"0","1",No,No,No,"0",OK,"1458 York Ave, New York, NY 10075, USA",ChIJEwPvf8dYwokR2BVlC7xB6gE,ROOFTOP,"40.770261,-73.9509131"
,,,M297,75 Morton Street,NY,"10014",New York,02M297,"2",M.S. 297 (02M297),Manhattan,D2,"297","99","33.3","28","28.3","0","0",No,No,No,"0",OK,"75 Morton St, New York, NY 10014, USA",ChIJr45GL-1ZwokRqKakuKpA6RA,ROOFTOP,"40.731204,-74.0074039"
,,,M933,425 West 33Rd Street,NY,"10001",New York,02M933,"2",CITY KNOLL MIDDLE SCHOOL (02M933),Manhattan,D2,"41",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"425 W 33rd St, New York, NY 10001, USA",ChIJZVpYyrNZwokRZ7FeH-BJbBM,ROOFTOP,"40.7534006,-73.9979279"
,,,M291,227-243 West 61St Street,NY,"10023",New York,03M291,"3",WEST END SECONDARY SCHOOL (03M291),Manhattan,D3,"105","29","27.6","12","41.4","0","0",No,No,No,"0",OK,"227 W 61st St #243, New York, NY 10023, USA",ChIJ9V_ghF5YwokRrZfctKXuBnQ,ROOFTOP,"40.7726113,-73.988348"
,,,M148,6 Edgecombe Avenue,NY,"10030",New York,05M148,"5",EAGLE ACADEMY FOR YOUNG MEN OF HARLEM (05M148),Manhattan,D5,"34","6","17.6",0-5,NA,"0","1",No,No,No,"0",OK,"6 Edgecombe Ave, New York, NY 10030, USA",ChIJocRiL3D2wokRAIEzAQ-soQ8,ROOFTOP,"40.8174596,-73.94714139999999"
,,,M209,500 West 138 Street,NY,"10031",New York,06M209,"6",HAMILTON GRANGE MIDDLE SCHOOL (06M209),Manhattan,D6,"112","25","22.3",0-5,NA,"0","1",No,No,No,"0",OK,"500 W 138th St, New York, NY 10031, USA",ChIJWYEE8WX2wokRERQ5MFixiLM,ROOFTOP,"40.8210016,-73.9533407"
,,,X584,600 Saint Ann'S Avenue,NY,"10455",Bronx,07X584,"7",I.S. 584 (07X584),Bronx,D7,"80","6","7.5",0-5,NA,"0","1",No,No,No,"0",OK,"600 St Ann's Ave, Bronx, NY 10455, USA",ChIJzfuj_rf1wokRDKvtNmXQhkw,ROOFTOP,"40.8148083,-73.9120169"
,,,X562,1111 Pugsley Avenue,NY,"10472",Bronx,08X562,"8",BLUEPRINT MIDDLE SCHOOL (08X562),Bronx,D8,"190","46","24.2",0-5,NA,"0","1",No,No,No,"0",OK,"1111 Pugsley Ave, Bronx, NY 10472, USA",ChIJiVKAA8X0wokR5ZoN3q027LI,ROOFTOP,"40.8278819,-73.8562583"
,,,X361,200 West 167Th Street,NY,"10452",Bronx,09X361,"9",THE HIGHBRIDGE GREEN SCHOOL (09X361),Bronx,D9,"115","12","10.4",0-5,NA,"0","1",No,No,No,"0",OK,"200 W 167th St, Bronx, NY 10452, USA",ChIJRwsKsSX0wokRlfWWHv7Aniw,ROOFTOP,"40.8380483,-73.9279911"
,,,X568,1865 Morris Avenue,NY,"10453",Bronx,09X568,"9",YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX (09X568),Bronx,D9,"71","7","9.9",0-5,NA,"0","1",No,No,No,"0",OK,"1865 Morris Ave, Bronx, NY 10453, USA",ChIJV96beWz0wokRhFdT-7v28OM,ROOFTOP,"40.8485816,-73.9087503"
,,,X593,1000 Teller Avenue,NY,"10456",Bronx,09X593,"9",SOUTH BRONX INTERNATIONAL MIDDLE SCHOOL (09X593),Bronx,D9,"63",0-5,NA,0-5,NA,"1","1",No,No,No,"0",OK,"1000 Teller Ave, Bronx, NY 10456, USA",ChIJd2zDvzX0wokRIuJxndhHIXo,ROOFTOP,"40.8279,-73.9141928"
,,,X594,1000 Teller Avenue,NY,"10456",Bronx,09X594,"9",M.S. 594 (09X594),Bronx,D9,"88","8","9.1",0-5,NA,"0","1",No,No,No,"0",OK,"1000 Teller Ave, Bronx, NY 10456, USA",ChIJd2zDvzX0wokRIuJxndhHIXo,ROOFTOP,"40.8279,-73.9141928"
,,,X355,3750 Baychester Avenue,NY,"10466",Bronx,11X355,"11",BRONX ALLIANCE MIDDLE SCHOOL (11X355),Bronx,D11,"80","9","11.2",0-5,NA,"0","1",No,No,No,"0",OK,"3750 Baychester Ave, Bronx, NY 10466, USA",ChIJUcHLP9OMwokRkT3HQt3XORg,ROOFTOP,"40.8861491,-73.8404879"
,,,X556,2441 Wallace Avenue,NY,"10467",Bronx,11X556,"11",BRONX PARK MIDDLE SCHOOL (11X556),Bronx,D11,"141","23","16.3",0-5,NA,"0","1",No,No,No,"0",OK,"2441 Wallace Ave, Bronx, NY 10467, USA",ChIJ91rt8F3zwokRRNJr2OMzbtw,ROOFTOP,"40.8624813,-73.8649701"
,,,X566,2545 Gunther Avenue,NY,"10469",Bronx,11X566,"11",PELHAM GARDENS MIDDLE SCHOOL (11X566),Bronx,D11,"148","21","14.2",0-5,NA,"0","1",No,No,No,"0",OK,"2545 Gunther Ave, Bronx, NY 10469, USA",ChIJQWThI7KMwokRt97lcw9Ddvg,ROOFTOP,"40.864189,-73.8365765"
,,,K351,170 Gates Avenue,NY,"11238",Brooklyn,13K351,"13",THE URBAN ASSEMBLY UNISON SCHOOL (13K351),Brooklyn,D13,"51","10","19.6",0-5,NA,"0","1",No,No,No,"0",OK,"170 Gates Ave, Brooklyn, NY 11238, USA",ChIJ-Uk2sr1bwokRQfNpssz6Ukk,ROOFTOP,"40.6842985,-73.9603205"
,,,K915,105 Tech Place,NY,"11201",Brooklyn,13K915,"13",I.S. 915 (13K915),Brooklyn,D13,"80","30","37.5","8","26.7","0","0",No,No,No,"0",OK,"105 Tech Pl, Brooklyn, NY 11201, USA",ChIJMWu7j0pawokR8q_3Yp43kAw,ROOFTOP,"40.6955452,-73.985323"
,,,K839,713 Caton Avenue,NY,"11218",Brooklyn,15K839,"15",M.S. 839 (15K839),Brooklyn,D15,"109","25","22.9","6","24","0","0",No,No,No,"0",OK,"713 Caton Ave, Brooklyn, NY 11218, USA",ChIJu2qb5CRbwokR6lDO0bp_ahI,ROOFTOP,"40.6478367,-73.9732286"
,,,K681,1014 Lafayette Avenue,NY,"11221",Brooklyn,16K681,"16",MADIBA PREP MIDDLE SCHOOL (16K681),Brooklyn,D16,"68","23","33.8",0-5,NA,"0","1",No,No,No,"0",OK,"1014 Lafayette Ave, Brooklyn, NY 11221, USA",ChIJT6uclwtcwokRUTxz6H4fTa8,ROOFTOP,"40.6918159,-73.93167319999999"
,,,K898,130 Rochester Avenue,NY,"11213",Brooklyn,16K898,"16",THE BROOKLYN GREEN SCHOOL (16K898),Brooklyn,D16,"41","14","34.1",0-5,NA,"0","1",No,No,No,"0",OK,"130 Rochester Ave, Brooklyn, NY 11213, USA",ChIJpUNYlHtcwokRFyELvXx_1Zc,ROOFTOP,"40.6744514,-73.9283126"
